REF,PTT,CNT,DE_DATE,TIME,SURF_DUR,DIVE_DUR,MAX_DEP,D1,D2,D3,D4,D5,T1,T2,T3,T4,T5,N_DEPTHS,N_SPEEDS,DEPTH_STR,PROPN_STR,GRP_NUMBER,DS_DATE,START_LAT,START_LON,LAT,LON
ft20-245-16,162338,4,2/1/17,18:17:08,306,180,6,6,6,5,5,4,9.5,14.2,26.9,42.8,65,5,0,"6.0,   6.0,   5.0,   5.0,   4.0","9.5,14.2,26.9,42.8,65.0",4,02/01/2017,38.38206945,9.210794628,38.38196002,9.210433288
ft20-245-16,162338,4,2/1/17,20:49:48,44,4800,12,12,12,9,8,5,0,0,4.7,41.2,96.8,5,0,"12.0,  12.0,   9.0,   8.0,   5.0","0.0, 0.0, 4.7,41.2,96.8",5,02/01/2017,38.37930929,9.201680828,38.37639105,9.192045092
ft20-245-16,162338,4,2/2/17,1:31:16,52,4800,11,10,11,9,8,7,0,0,1.5,7.9,42.8,5,0,"10.0,  11.0,   9.0,   8.0,   7.0","0.0, 0.0, 1.5, 7.9,42.8",9,02/02/2017,38.36904197,9.167779096,38.36612373,9.15814336
ft20-245-16,162338,2,2/2/17,2:22:40,52,120,4,4,4,4,4,4,46,69.8,73,76.1,79.3,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","46.0,69.8,73.0,76.1,79.3",11,02/02/2017,38.36432172,9.152193293,38.36424877,9.1519524
ft20-245-16,162338,2,2/2/17,2:24:02,298,30,4,4,4,4,4,4,87.3,87.3,87.3,87.3,87.3,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","87.3,87.3,87.3,87.3,87.3",11,02/02/2017,38.36421715,9.151848013,38.36419891,9.151787789
ft20-245-16,162338,1,2/2/17,11:57:26,306,50,5,4,4,5,5,4,14.2,38,52.3,68.2,84.1,5,0,"4.0,   4.0,   5.0,   5.0,   4.0","14.2,38.0,52.3,68.2,84.1",2,02/02/2017,38.38192764,9.093136844,38.38196646,9.093054957
ft20-245-16,162338,3,2/2/17,12:10:00,306,80,7,6,7,6,4,4,7.9,22.2,41.2,65,84.1,5,0,"6.0,   7.0,   6.0,   4.0,   4.0","7.9,22.2,41.2,65.0,84.1",3,02/02/2017,38.38248974,9.091951127,38.38255185,9.091820108
ft20-245-16,162338,6,2/2/17,13:46:00,24,4500,37.5,37.5,19,32.5,32.5,14,3.1,23.8,28.5,63.4,71.4,5,0,"37.5,  19.0,  32.5,  32.5,  14.0","3.1,23.8,28.5,63.4,71.4",4,02/02/2017,38.38353008,9.089756568,38.38702376,9.082386782
ft20-245-16,162338,3,2/2/17,14:55:56,24,3600,32.5,24,30,19,32.5,20,1.5,11.1,33.3,44.4,92,5,0,"24.0,  30.0,  19.0,  32.5,  20.0","1.5,11.1,33.3,44.4,92.0",5,02/02/2017,38.38748648,9.081410694,38.39028143,9.075514865
ft20-245-16,162338,3,2/3/17,0:15:28,60,5100,9,9,8,7,7,4,0,0,1.5,34.9,96.8,5,0,"9.0,   8.0,   7.0,   7.0,   4.0","0.0, 0.0, 1.5,34.9,96.8",11,02/02/2017,38.41238636,9.028885406,38.41634587,9.020532981
ft20-245-16,162338,1,2/3/17,15:47:06,306,50,4,4,4,4,4,4,6.3,38,52.3,76.1,84.1,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","6.3,38.0,52.3,76.1,84.1",6,02/03/2017,38.45970483,8.929069016,38.45974365,8.928987129
ft20-245-16,162338,1,2/3/17,21:53:04,282,4800,17,16,17,13,8,8,0,1.5,11.1,93.6,96.8,5,0,"16.0,  17.0,  13.0,   8.0,   8.0","0.0, 1.5,11.1,93.6,96.8",9,02/03/2017,38.45939944,8.907536488,38.45825935,8.90204352
ft20-245-16,162338,1,2/10/17,1:52:44,282,5100,15,11,15,15,10,8,0,0,3.1,90.4,96.8,5,0,"11.0,  15.0,  15.0,  10.0,   8.0","0.0, 0.0, 3.1,90.4,96.8",0,02/10/2017,38.33292586,8.298183337,38.33171451,8.292347059
ft20-245-16,162338,2,2/10/17,12:42:04,298,4500,26,24,26,16,15,20,1.5,7.9,30.1,88.8,93.6,5,0,"24.0,  26.0,  16.0,  15.0,  20.0","1.5, 7.9,30.1,88.8,93.6",0,02/10/2017,38.32352964,8.252912133,38.32246081,8.247762476
ft20-245-16,162338,1,2/11/17,14:15:44,290,4200,28,28,17,10,11,16,3.1,6.3,77.7,90.4,90.4,5,0,"28.0,  17.0,  10.0,  11.0,  16.0","3.1, 6.3,77.7,90.4,90.4",0,02/11/2017,38.34526415,8.209970073,38.34930798,8.212404008
ft20-S247-16,162340,1,6/11/17,9:35:38,48,30,4,4,4,4,4,4,11.1,23.8,36.5,49.2,61.9,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","11.1,23.8,36.5,49.2,61.9",12,06/11/2017,38.07272745,14.600565,38.07279785,14.60052154
ft20-S247-16,162340,1,6/11/17,9:40:52,64,240,6,5,6,6,5,5,1.5,19,49.2,71.4,92,5,0,"5.0,   6.0,   6.0,   5.0,   5.0","1.5,19.0,49.2,71.4,92.0",13,06/11/2017,38.07297151,14.60041433,38.07353473,14.60006665
ft20-S247-16,162340,1,6/11/17,9:42:46,306,50,4,4,4,4,4,4,38,46,60.3,68.2,76.1,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","38.0,46.0,60.3,68.2,76.1",13,06/11/2017,38.07368493,14.59997394,38.07380227,14.5999015
ft20-S247-16,162340,1,6/12/17,6:57:54,306,30,8,7,8,8,6,5,23.8,36.5,49.2,61.9,74.6,5,0,"7.0,   8.0,   8.0,   6.0,   5.0","23.8,36.5,49.2,61.9,74.6",15,06/12/2017,38.28899871,14.54030209,38.2890904,14.5403978
ft20-S247-16,162340,1,6/12/17,18:38:08,56,120,6,5,6,5,6,4,6.3,22.2,41.2,60.3,76.1,5,0,"5.0,   6.0,   5.0,   6.0,   4.0","6.3,22.2,41.2,60.3,76.1",17,06/12/2017,38.261917,14.69454597,38.26297489,14.69755293
ft20-S247-16,162340,1,6/12/17,18:42:04,306,180,6,4,6,5,5,5,7.9,15.8,31.7,55.5,74.6,5,0,"4.0,   6.0,   5.0,   5.0,   5.0","7.9,15.8,31.7,55.5,74.6",17,06/12/2017,38.26346857,14.69895617,38.26505541,14.70346661
ft20-245-16,162338,1,2/12/17,2:17:44,306,240,8,5,7,6,8,5,11.1,19,46,55.5,90.4,5,0,"5.0,   7.0,   6.0,   8.0,   5.0","11.1,19.0,46.0,55.5,90.4",10,02/12/2017,38.39078612,8.237369227,38.39101719,8.237508309
ft20-245-16,162338,2,2/12/17,7:59:48,282,3300,24,24,14,20,13,20,19,30.1,52.3,53.9,58.7,5,0,"24.0,  14.0,  20.0,  13.0,  20.0","19.0,30.1,52.3,53.9,58.7",13,02/12/2017,38.40760075,8.247489761,38.41077804,8.249402139
ft20-245-16,162338,3,2/12/17,9:29:52,282,4200,30,16,26,19,30,16,0,6.3,19,31.7,39.6,5,0,"16.0,  26.0,  19.0,  30.0,  16.0","0.0, 6.3,19.0,31.7,39.6",14,02/12/2017,38.41193727,8.250099867,38.4159811,8.252533802
ft20-245-16,162338,3,2/12/17,13:38:00,282,4800,24,24,18,22,11,13,3.1,7.9,15.8,41.2,95.2,5,0,"24.0,  18.0,  22.0,  11.0,  13.0","3.1, 7.9,15.8,41.2,95.2",16,02/12/2017,38.42569399,8.258379882,38.43031551,8.261161522
ft20-245-16,162338,1,2/13/17,17:24:50,226,180,6,5,6,5,5,5,34.9,46,57.1,90.4,93.6,5,0,"5.0,   6.0,   5.0,   5.0,   5.0","34.9,46.0,57.1,90.4,93.6",0,02/13/2017,38.52643349,8.31901384,38.5266068,8.319118151
ft20-245-16,162338,1,2/13/17,17:29:36,306,60,4,4,4,4,4,4,9.5,38,49.2,76.1,82.5,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","9.5,38.0,49.2,76.1,82.5",0,02/13/2017,38.52682439,8.31924912,38.52688216,8.319283891
ft20-S249-16,162339,1,6/27/17,5:44:54,178,1080,24,22,24,20,24,20,3.1,15.8,20.6,33.3,84.1,5,0,"22.0,  24.0,  20.0,  24.0,  20.0","3.1,15.8,20.6,33.3,84.1",14,06/27/2017,35.53025123,14.43529957,35.52778653,14.43915855
ft20-S249-16,162339,1,6/27/17,6:01:52,162,840,13,10,9,13,9,11,1.5,12.6,15.8,30.1,80.9,5,0,"10.0,   9.0,  13.0,   9.0,  11.0","1.5,12.6,15.8,30.1,80.9",14,06/27/2017,35.52738032,14.43979457,35.52546333,14.442796
ft20-S249-16,162339,2,6/28/17,23:20:00,298,840,8,7,8,8,7,5,0,1.5,15.8,79.3,93.6,5,0,"7.0,   8.0,   8.0,   7.0,   5.0","0.0, 1.5,15.8,79.3,93.6",17,06/28/2017,35.35707225,15.2943793,35.35611761,15.29946079
ft20-S247-16,162340,2,6/9/17,9:14:28,298,100,20,19,20,20,12,12,26.9,39.6,42.8,66.6,71.4,5,0,"19.0,  20.0,  20.0,  12.0,  12.0","26.9,39.6,42.8,66.6,71.4",0,06/09/2017,,,,
ft20-S247-16,162340,4,6/9/17,10:53:04,306,180,10,9,10,6,8,5,7.9,11.1,31.7,55.5,82.5,5,0,"9.0,  10.0,   6.0,   8.0,   5.0","7.9,11.1,31.7,55.5,82.5",1,06/09/2017,,,,
ft20-S247-16,162340,1,6/9/17,14:05:32,306,300,22,10,17,20,22,13,1.5,14.2,22.2,39.6,76.1,5,0,"10.0,  17.0,  20.0,  22.0,  13.0","1.5,14.2,22.2,39.6,76.1",2,06/09/2017,,,,
ft20-S247-16,162340,2,6/9/17,20:38:48,306,360,16,11,16,11,14,10,3.1,12.6,34.9,73,87.3,5,0,"11.0,  16.0,  11.0,  14.0,  10.0","3.1,12.6,34.9,73.0,87.3",3,06/09/2017,38.4620429,14.42623406,38.46104258,14.42655779
ft20-S247-16,162340,1,6/10/17,16:13:04,298,540,57.5,28,35,57.5,28,14,9.5,17.4,31.7,58.7,77.7,5,0,"28.0,  35.0,  57.5,  28.0,  14.0","9.5,17.4,31.7,58.7,77.7",4,06/10/2017,38.22074296,14.40190227,38.21883985,14.40171495
ft20-S247-16,162340,1,6/10/17,18:06:04,306,180,7,7,6,7,7,6,7.9,15.8,19,30.1,82.5,5,0,"7.0,   6.0,   7.0,   7.0,   6.0","7.9,15.8,19.0,30.1,82.5",5,06/10/2017,38.19557959,14.39942552,38.19494522,14.39936308
ft20-S247-16,162340,1,6/11/17,1:45:44,298,1080,8,6,8,7,6,6,1.5,4.7,22.2,23.8,52.3,5,0,"6.0,   8.0,   7.0,   6.0,   6.0","1.5, 4.7,22.2,23.8,52.3",7,06/11/2017,38.14908016,14.58151519,38.14511623,14.58471522
ft20-S247-16,162340,1,6/11/17,2:18:56,298,100,4,4,4,4,4,4,6.3,17.4,36.5,80.9,87.3,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","6.3,17.4,36.5,80.9,87.3",8,06/11/2017,38.13817203,14.5903212,38.137805,14.5906175
ft20-S247-16,162340,1,6/11/17,5:50:48,298,720,35,24,35,17,10,8,9.5,17.4,39.6,66.6,92,5,0,"24.0,  35.0,  17.0,  10.0,   8.0","9.5,17.4,39.6,66.6,92.0",9,06/11/2017,38.0942053,14.62665053,38.09167621,14.62892105
ft20-S247-16,162340,1,6/11/17,8:59:48,68,60,13,9,13,13,11,9,17.4,30.1,68.2,74.6,80.9,5,0,"9.0,  13.0,  13.0,  11.0,   9.0","17.4,30.1,68.2,74.6,80.9",10,06/11/2017,38.07298003,14.60707692,38.07291645,14.60686232
ft20-S247-16,162340,1,6/11/17,9:03:36,80,160,12,12,12,10,12,11,7.9,68.2,74.6,82.5,87.3,5,0,"12.0,  12.0,  10.0,  12.0,  11.0","7.9,68.2,74.6,82.5,87.3",10,06/11/2017,38.07284439,14.6066191,38.07267484,14.60604683
ft20-S247-16,162340,1,6/11/17,9:33:52,76,480,6,6,6,6,6,6,0,1.5,34.9,53.9,60.3,5,0,"6.0,   6.0,   6.0,   6.0,   6.0","0.0, 1.5,34.9,53.9,60.3",12,06/11/2017,38.07142264,14.60137046,38.07254909,14.6006751
ft20-S247-16,162340,2,6/12/17,22:31:48,298,1200,9,8,9,7,5,6,1.5,3.1,52.3,55.5,90.4,5,0,"8.0,   9.0,   7.0,   5.0,   6.0","1.5, 3.1,52.3,55.5,90.4",19,06/12/2017,38.29472677,14.80609477,38.2970262,14.81222703
ft20-S247-16,162340,1,6/13/17,1:29:36,8,300,4,4,4,4,4,4,7.9,34.9,55.5,80.9,96.8,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","7.9,34.9,55.5,80.9,96.8",20,06/13/2017,38.31689327,14.86520975,38.31746813,14.86674281
ft20-S247-16,162340,1,6/13/17,1:30:24,306,40,4,4,4,4,4,4,23.8,31.7,41.2,49.2,57.1,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","23.8,31.7,41.2,49.2,57.1",20,06/13/2017,38.31748346,14.86678369,38.3175601,14.8669881
ft20-S247-16,162340,1,6/13/17,2:10:36,306,1680,10,9,10,8,6,5,0,1.5,4.7,90.4,98.4,5,0,"9.0,  10.0,   8.0,   6.0,   5.0","0.0, 1.5, 4.7,90.4,98.4",21,06/13/2017,38.31896275,14.87072878,38.32218196,14.87931394
ft20-S247-16,162340,1,6/13/17,8:14:42,154,60,12,11,12,12,11,10,20.6,30.1,61.9,73,77.7,5,0,"11.0,  12.0,  12.0,  11.0,  10.0","20.6,30.1,61.9,73.0,77.7",23,06/13/2017,38.23870926,14.90370567,38.23852788,14.90401015
ft20-S247-16,162340,1,6/13/17,8:19:56,306,160,14,12,13,14,13,7,11.1,14.2,74.6,77.7,88.8,5,0,"12.0,  13.0,  14.0,  13.0,   7.0","11.1,14.2,74.6,77.7,88.8",23,06/13/2017,38.23806231,14.90479164,38.23757862,14.90560358
ft20-S247-16,162340,1,6/13/17,12:24:48,306,80,8,7,8,8,7,5,7.9,17.4,22.2,53.9,80.9,5,0,"7.0,   8.0,   8.0,   7.0,   5.0","7.9,17.4,22.2,53.9,80.9",26,06/13/2017,38.16555765,15.00210765,38.16526422,15.00278481
ft20-S247-16,162340,2,6/13/17,18:04:46,298,50,7,5,7,7,7,5,22.2,38,46,60.3,84.1,5,0,"5.0,   7.0,   7.0,   7.0,   5.0","22.2,38.0,46.0,60.3,84.1",27,06/13/2017,38.22108577,15.04284576,38.22097179,15.04328418
ft20-S247-16,162340,3,6/13/17,19:56:16,306,720,12,7,10,12,9,6,1.5,4.7,14.2,34.9,88.8,5,0,"7.0,  10.0,  12.0,   9.0,   6.0","1.5, 4.7,14.2,34.9,88.8",28,06/13/2017,38.21605235,15.08320156,38.22084175,15.08031679
ft20-S247-16,162340,1,6/14/17,1:13:24,8,120,8,6,8,7,8,6,1.5,14.2,34.9,60.3,84.1,5,0,"6.0,   8.0,   7.0,   8.0,   6.0","1.5,14.2,34.9,60.3,84.1",29,06/14/2017,38.2738952,15.14758776,38.2741611,15.14828545
ft20-S247-16,162340,1,6/14/17,1:14:12,12,40,4,4,4,4,4,4,7.9,26.9,53.9,71.4,80.9,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","7.9,26.9,53.9,71.4,80.9",29,06/14/2017,38.27417882,15.14833197,38.27426746,15.14856453
ft20-S247-16,162340,1,6/14/17,16:08:44,306,60,13,5,6,7,12,13,6.3,19,25.3,39.6,46,5,0,"5.0,   6.0,   7.0,  12.0,  13.0","6.3,19.0,25.3,39.6,46.0",0,06/14/2017,38.40719613,15.20294974,38.40706846,15.20237015
ft20-S247-16,162340,2,6/14/17,16:49:52,298,960,35,24,35,15,22,16,4.7,15.8,30.1,39.6,82.5,5,0,"24.0,  35.0,  15.0,  22.0,  16.0","4.7,15.8,30.1,39.6,82.5",1,06/14/2017,38.40426673,15.18913797,38.4053003,15.1899541
ft20-S247-16,162340,2,6/14/17,19:57:24,298,540,5,4,4,5,4,4,1.5,9.5,31.7,34.9,49.2,5,0,"4.0,   4.0,   5.0,   4.0,   4.0","1.5, 9.5,31.7,34.9,49.2",2,06/14/2017,38.38898591,15.15027909,38.38875799,15.14902844
ft20-S247-16,162340,1,6/15/17,14:40:56,306,100,6,5,6,5,5,5,7.9,26.9,50.7,63.4,74.6,5,0,"5.0,   6.0,   5.0,   5.0,   5.0","7.9,26.9,50.7,63.4,74.6",13,06/15/2017,38.27169017,15.19290733,38.27157075,15.192818
ft20-S247-16,162340,2,6/15/17,23:32:52,306,1080,9,8,9,7,6,7,0,1.5,6.3,57.1,73,5,0,"8.0,   9.0,   7.0,   6.0,   7.0","0.0, 1.5, 6.3,57.1,73.0",15,06/15/2017,38.25072798,15.11116506,38.25241277,15.10677393
ft20-S247-16,162340,2,6/16/17,1:41:04,298,1440,9,9,7,9,7,5,1.5,9.5,22.2,33.3,90.4,5,0,"9.0,   7.0,   9.0,   7.0,   5.0","1.5, 9.5,22.2,33.3,90.4",16,06/16/2017,38.26216583,15.08135414,38.26441221,15.0754993
ft20-S247-16,162340,1,6/16/17,2:41:48,290,1200,9,7,9,9,7,5,0,3.1,4.7,9.5,92,5,0,"7.0,   9.0,   9.0,   7.0,   5.0","0.0, 3.1, 4.7, 9.5,92.0",17,06/16/2017,38.26822483,15.06556232,38.27009682,15.06068329
ft20-S248-16,162342,1,7/3/17,3:50:14,146,720,24,16,20,15,14,24,3.1,7.9,20.6,71.4,82.5,5,0,"16.0,  20.0,  15.0,  14.0,  24.0","3.1, 7.9,20.6,71.4,82.5",23,07/03/2017,38.86413923,13.57136716,38.86958744,13.56734394
ft20-S248-16,162342,1,7/3/17,4:06:40,202,840,90,75,85,90,90,20,20.6,30.1,36.5,53.9,76.1,5,0,"75.0,  85.0,  90.0,  90.0,  20.0","20.6,30.1,36.5,53.9,76.1",23,07/03/2017,38.87069221,13.56652812,38.87704846,13.56183435
ft20-S248-16,162342,1,7/3/17,4:29:02,218,1080,85,70,85,80,19,16,15.8,20.6,31.7,46,85.7,5,0,"70.0,  85.0,  80.0,  19.0,  16.0","15.8,20.6,31.7,46.0,85.7",24,07/03/2017,38.87814418,13.56065022,38.87877501,13.55699539
ft20-S248-16,162342,1,7/3/17,4:52:40,194,1200,90,57.5,90,42.5,75,20,9.5,28.5,50.7,71.4,84.1,5,0,"57.5,  90.0,  42.5,  75.0,  20.0","9.5,28.5,50.7,71.4,84.1",24,07/03/2017,38.87890234,13.55625766,38.87960326,13.55219674
ft20-S248-16,162342,2,7/3/17,5:16:08,298,1200,77.5,42.5,77.5,20,72.5,18,6.3,20.6,44.4,71.4,85.7,5,0,"42.5,  77.5,  20.0,  72.5,  18.0","6.3,20.6,44.4,71.4,85.7",25,07/03/2017,38.87972476,13.55149284,38.88042568,13.54743192
ft20-S248-16,162342,1,7/3/17,5:45:00,298,960,80,62.5,80,70,18,16,14.2,26.9,38,52.3,90.4,5,0,"62.5,  80.0,  70.0,  18.0,  16.0","14.2,26.9,38.0,52.3,90.4",26,07/03/2017,38.8808766,13.5448194,38.88143734,13.54157066
ft20-S248-16,162342,1,7/3/17,7:08:08,298,840,80,67.5,80,26,20,16,19,28.5,49.2,52.3,87.3,5,0,"67.5,  80.0,  26.0,  20.0,  16.0","19.0,28.5,49.2,52.3,87.3",28,07/03/2017,38.89163542,13.5606008,38.89630353,13.55750235
ft20-S248-16,162342,1,7/3/17,13:16:48,48,80,5,5,5,4,4,4,7.9,15.8,41.2,53.9,65,5,0,"5.0,   5.0,   4.0,   4.0,   4.0","7.9,15.8,41.2,53.9,65.0",31,07/03/2017,38.93150548,13.50968299,38.9316742,13.50950263
ft20-S248-16,162342,1,7/3/17,13:19:16,298,100,4,4,4,4,4,4,95.2,95.2,95.2,95.2,95.2,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","95.2,95.2,95.2,95.2,95.2",31,07/03/2017,38.93177543,13.50939441,38.93198632,13.50916895
ft20-245-16,162338,3,3/24/17,19:33:20,290,2700,8,7,8,7,8,8,0,1.5,3.1,6.3,25.3,5,0,"7.0,   8.0,   7.0,   8.0,   8.0","0.0, 1.5, 3.1, 6.3,25.3",3,03/24/2017,39.2001652,13.77099002,39.20286245,13.77167989
ft20-245-16,162338,3,3/25/17,0:41:36,306,1200,5,5,4,5,4,4,1.5,4.7,17.4,20.6,52.3,5,0,"5.0,   4.0,   5.0,   4.0,   4.0","1.5, 4.7,17.4,20.6,52.3",6,03/25/2017,39.2201408,13.77609918,39.22133957,13.77640579
ft20-245-16,162338,3,3/25/17,13:16:56,306,240,17,10,13,16,12,17,4.7,23.8,26.9,57.1,79.3,5,0,"10.0,  13.0,  16.0,  12.0,  17.0","4.7,23.8,26.9,57.1,79.3",11,03/25/2017,39.26637358,13.78792416,39.26661334,13.78798548
ft20-245-16,162338,3,3/26/17,14:42:24,290,2400,47.5,24,45,35,47.5,16,3.1,11.1,17.4,25.3,34.9,5,0,"24.0,  45.0,  35.0,  47.5,  16.0","3.1,11.1,17.4,25.3,34.9",9,03/26/2017,39.35565041,13.81075852,39.35804796,13.81137175
ft20-245-16,162338,1,3/27/17,13:00:52,290,3000,20,16,20,14,12,16,0,4.7,6.3,15.8,26.9,5,0,"16.0,  20.0,  14.0,  12.0,  16.0","0.0, 4.7, 6.3,15.8,26.9",0,03/27/2017,39.43527709,13.83112467,39.43827403,13.8318912
ft20-245-16,162338,1,3/27/17,13:52:36,282,2400,30,20,15,30,15,17,1.5,7.9,14.2,39.6,65,5,0,"20.0,  15.0,  30.0,  15.0,  17.0","1.5, 7.9,14.2,39.6,65.0",1,03/27/2017,39.43897731,13.83207107,39.44137486,13.8326843
ft20-245-16,162338,1,3/27/17,14:55:12,290,3000,22,19,22,15,10,15,0,12.6,17.4,58.7,68.2,5,0,"19.0,  22.0,  15.0,  10.0,  15.0","0.0,12.6,17.4,58.7,68.2",2,03/27/2017,39.44213009,13.83287746,39.44512703,13.83364399
ft20-245-16,162338,2,3/28/17,14:48:40,290,60,6,4,6,4,4,6,17.4,36.5,49.2,61.9,80.9,5,0,"4.0,   6.0,   4.0,   4.0,   6.0","17.4,36.5,49.2,61.9,80.9",25,03/28/2017,39.52734602,13.83392956,39.52739064,13.83385371
ft20-245-16,162338,1,3/28/17,20:09:28,274,3300,15,10,15,12,8,7,0,1.5,3.1,93.6,98.4,5,0,"10.0,  15.0,  12.0,   8.0,   7.0","0.0, 1.5, 3.1,93.6,98.4",31,03/28/2017,39.53925088,13.81369299,39.54170503,13.80952128
ft20-245-16,162338,1,3/28/17,21:05:48,290,2700,10,8,10,8,8,5,0,0,3.1,33.3,95.2,5,0,"8.0,  10.0,   8.0,   8.0,   5.0","0.0, 0.0, 3.1,33.3,95.2",0,03/28/2017,39.54221073,13.80866166,39.54421867,13.80524844
ft20-245-16,162338,5,3/29/17,6:22:04,306,360,13,8,6,13,13,6,15.8,26.9,33.3,41.2,61.9,5,0,"8.0,   6.0,  13.0,  13.0,   6.0","15.8,26.9,33.3,41.2,61.9",0,03/29/2017,39.56877206,13.76351115,39.56903979,13.76305606
ft20-245-16,162338,1,3/29/17,11:56:22,290,50,7,5,6,6,7,7,14.2,30.1,52.3,60.3,68.2,5,0,"5.0,   6.0,   6.0,   7.0,   7.0","14.2,30.1,52.3,60.3,68.2",7,03/29/2017,39.58391937,13.73776287,39.58395655,13.73769966
ft20-S249-16,162339,3,6/18/17,9:58:44,306,360,32.5,14,24,32.5,18,13,6.3,17.4,36.5,61.9,80.9,5,0,"14.0,  24.0,  32.5,  18.0,  13.0","6.3,17.4,36.5,61.9,80.9",23,06/18/2017,37.47030989,12.06932604,37.46962575,12.07008926
ft20-S249-16,162339,4,6/18/17,10:57:28,4,160,8,7,8,6,6,4,14.2,31.7,58.7,84.1,88.8,5,0,"7.0,   8.0,   6.0,   6.0,   4.0","14.2,31.7,58.7,84.1,88.8",24,06/18/2017,37.46323284,12.0772212,37.46292878,12.07756041
ft20-S249-16,162339,4,6/18/17,11:06:32,306,540,6,6,5,6,5,6,3.1,12.6,30.1,85.7,88.8,5,0,"6.0,   5.0,   6.0,   5.0,   6.0","3.1,12.6,30.1,85.7,88.8",24,06/18/2017,37.46292118,12.07756889,37.46189497,12.07871373
ft20-S249-16,162339,4,6/18/17,12:04:56,282,1080,52.5,47.5,52.5,37.5,42.5,22,19,60.3,68.2,74.6,80.9,5,0,"47.5,  52.5,  37.5,  42.5,  22.0","19.0,60.3,68.2,74.6,80.9",25,06/18/2017,37.45728843,12.0838528,37.45523601,12.08614248
ft20-S249-16,162339,4,6/18/17,13:10:40,306,1080,80,37.5,60,80,80,26,11.1,28.5,33.3,55.5,69.8,5,0,"37.5,  60.0,  80.0,  80.0,  26.0","11.1,28.5,33.3,55.5,69.8",27,06/18/2017,37.4497933,12.09221437,37.44774088,12.09450406
ft20-S249-16,162339,4,6/18/17,15:59:24,298,1320,80,45,57.5,80,80,22,9.5,20.6,23.8,76.1,88.8,5,0,"45.0,  57.5,  80.0,  80.0,  22.0","9.5,20.6,23.8,76.1,88.8",30,06/18/2017,37.43100986,12.1131692,37.42850135,12.1159677
ft20-S249-16,162339,1,6/18/17,19:21:16,298,180,17,13,17,17,11,9,15.8,28.5,33.3,55.5,74.6,5,0,"13.0,  17.0,  17.0,  11.0,   9.0","15.8,28.5,33.3,55.5,74.6",1,06/18/2017,37.40655429,12.14088112,37.40634307,12.14119387
ft20-S249-16,162339,2,6/18/17,19:55:08,12,1560,60,30,60,60,57.5,24,6.3,11.1,88.8,90.4,95.2,5,0,"30.0,  60.0,  60.0,  57.5,  24.0","6.3,11.1,88.8,90.4,95.2",2,06/18/2017,37.40578919,12.14201398,37.40395859,12.14472451
ft20-S249-16,162339,2,6/18/17,20:27:44,298,1320,60,22,60,60,57.5,24,3.1,14.2,68.2,79.3,85.7,5,0,"22.0,  60.0,  60.0,  57.5,  24.0","3.1,14.2,68.2,79.3,85.7",3,06/18/2017,37.40321226,12.14582957,37.40166329,12.14812309
ft20-S248-16,162342,1,7/3/17,15:52:18,194,1440,8,7,8,6,4,5,0,1.5,6.3,79.3,84.1,5,0,"7.0,   8.0,   6.0,   4.0,   5.0","0.0, 1.5, 6.3,79.3,84.1",2,07/03/2017,38.94387315,13.50257354,38.9499536,13.50008415
ft20-245-16,162338,1,2/13/17,18:57:44,290,3300,14,10,11,13,8,9,0,0,19,84.1,93.6,5,0,"10.0,  11.0,  13.0,   8.0,   9.0","0.0, 0.0,19.0,84.1,93.6",1,02/13/2017,38.52879624,8.320435953,38.53197354,8.322348331
ft20-245-16,162338,2,2/14/17,1:09:24,290,3600,16,14,16,12,15,9,0,4.7,12.6,34.9,96.8,5,0,"14.0,  16.0,  12.0,  15.0,   9.0","0.0, 4.7,12.6,34.9,96.8",0,02/14/2017,38.54997821,8.333185137,38.55344434,8.335271367
ft20-245-16,162338,1,2/14/17,4:21:28,12,50,4,4,4,4,4,4,22.2,30.1,68.2,76.1,92,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","22.2,30.1,68.2,76.1,92.0",3,02/14/2017,38.5644917,8.341920645,38.56453984,8.341949621
ft20-245-16,162338,1,2/14/17,4:22:10,56,30,4,4,4,4,4,4,11.1,23.8,49.2,61.9,74.6,5,0,"4.0,   4.0,   4.0,   4.0,   4.0","11.1,23.8,49.2,61.9,74.6",3,02/14/2017,38.5645514,8.341956575,38.56458028,8.34197396
ft20-245-16,162338,1,2/20/17,14:06:36,274,3300,35,30,35,14,15,20,3.1,7.9,31.7,90.4,93.6,5,0,"30.0,  35.0,  14.0,  15.0,  20.0","3.1, 7.9,31.7,90.4,93.6",0,02/20/2017,38.4210201,9.224987399,38.41508913,9.234532342
